`,Replicate,IndividualID,FoodDate,Sex,PupationDate,PupalMass,PupationAge,EmergenceDate,EmergenceAge,Ultrasound,,,,,,,,,,,,,,
1 to 3,20,29,9/5/17,F,9/17/17,0.3102,12,9/29/17,24,N,,,,,,,,,,,,,,
1 to 3,1,46,5/2/17,F,5/13/17,0.3095,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,15,43,8/14/17,F,8/26/17,0.3092,12,9/6/17,23,N,,,,,,,,,,,,,,
1 to 3,34,35,3/12/18,F,NA,0.3088,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,33,18,2/20/18,F,3/5/18,0.3086,13,NA,NA,N,,,,,,,,,,,,,,
1 to 3,14,68,8/10/17,F,8/21/17,0.3084,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,28,43,11/27/17,F,12/10/17,0.3081,13,12/22/17,25,N,,,,,,,,,,,,,,
1 to 3,33,22,2/20/18,F,3/5/18,0.3074,13,NA,NA,N,,,,,,,,,,,,,,
1 to 3,34,39,3/12/18,F,NA,0.3074,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,34,51,3/12/18,F,NA,0.3073,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,15,24,8/18/17,F,8/29/17,0.307,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,1,58,5/2/17,F,5/13/17,0.3064,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,28,53,11/27/17,F,12/10/17,0.3062,13,12/21/17,24,N,,,,,,,,,,,,,,
1 to 3,12,37,8/14/17,F,8/26/17,0.306,12,9/6/17,23,N,,,,,,,,,,,,,,
1 to 3,28,32,11/27/17,F,12/10/17,0.3059,13,12/21/17,24,N,,,,,,,,,,,,,,
1 to 3,29,31,12/4/17,F,12/16/17,0.3059,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,15,40,8/18/17,F,8/29/17,0.3056,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,1,35,5/2/17,F,5/13/17,0.3055,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,26,3,10/30/17,F,11/15/17,0.3055,17,DEAD,NA,N,,,,,,,,,,,,,,
1 to 3,15,10,8/18/17,F,8/29/17,0.3054,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,15,15,8/18/17,F,8/29/17,0.3051,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,4,11,5/30/17,F,6/10/17,0.3045,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,12,63,8/8/17,F,8/20/17,0.3043,13,8/30/17,22,N,,,,,,,,,,,,,,
1 to 3,15,51,8/18/17,F,8/29/17,0.3042,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,101,11,6/25/19,F,7/4/19,0.3041,9,NA,NA,N,,,,,,,,,,,,,,
1 to 3,11,1,8/11/17,F,8/22/17,0.3038,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,33,1,2/20/18,F,3/4/18,0.3038,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,12,21,8/14/17,F,8/27/17,0.3033,13,9/7/17,24,N,,,,,,,,,,,,,,
1 to 3,23,15,10/3/17,F,NA,0.3027,NA,10/27/17,24,N,,,,,,,,,,,,,,
1 to 3,1,29,5/2/17,F,5/13/17,0.3026,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,34,48,3/12/18,F,NA,0.3016,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,15,56,8/14/17,F,8/25/17,0.3015,11,9/5/17,22,N,,,,,,,,,,,,,,
1 to 3,34,26,3/12/18,F,NA,0.3015,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,34,46,3/12/18,F,NA,0.3011,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,15,58,8/18/17,F,8/29/17,0.3008,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,14,46,8/10/17,F,8/21/17,0.3005,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,15,11,8/18/17,F,8/29/17,0.2986,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,14,87,8/10/17,F,8/21/17,0.2981,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,15,21,8/14/17,F,8/25/17,0.2981,11,9/5/17,22,N,,,,,,,,,,,,,,
1 to 3,1,27,5/2/17,F,5/13/17,0.2974,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,9,39,7/17/17,F,NA,0.2969,NA,8/6/17,20,N,,,,,,,,,,,,,,
1 to 3,1,6,5/2/17,F,5/13/17,0.2954,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,101,15,6/26/19,F,7/7/19,0.2954,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,28,15,11/27/17,F,12/11/17,0.2951,14,12/22/17,25,N,,,,,,,,,,,,,,
1 to 3,11,7,8/7/17,F,8/21/17,0.2943,15,8/31/17,24,N,,,,,,,,,,,,,,
1 to 3,1,42,5/2/17,F,5/13/17,0.2936,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,14,92,8/10/17,F,8/21/17,0.2916,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,26,43,10/30/17,F,11/13/17,0.2915,15,11/21/17,22,N,,,,,,,,,,,,,,
1 to 3,15,37,8/14/17,F,8/25/17,0.2901,11,9/5/17,22,N,,,,,,,,,,,,,,
1 to 3,15,30,8/18/17,F,8/29/17,0.2897,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,101,36,6/26/19,F,7/6/19,0.289,10,NA,NA,N,,,,,,,,,,,,,,
1 to 3,14,76,8/10/17,F,8/22/17,0.2869,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,29,14,12/4/17,F,12/20/17,0.2867,16,NA,NA,N,,,,,,,,,,,,,,
1 to 3,11,41,8/7/17,F,8/19/17,0.2859,13,8/30/17,23,N,,,,,,,,,,,,,,
1 to 3,14,90,8/10/17,F,8/21/17,0.2822,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,11,49,8/7/17,F,8/19/17,0.2821,13,8/31/17,24,N,,,,,,,,,,,,,,
1 to 3,15,29,8/18/17,F,8/29/17,0.2821,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,14,11,8/10/17,F,8/21/17,0.2804,11,DEAD,NA,N,,,,,,,,,,,,,,
1 to 3,101,38,6/26/19,F,7/9/19,0.2804,13,NA,NA,N,,,,,,,,,,,,,,
1 to 3,15,7,8/14/17,F,8/25/17,0.2792,11,9/5/17,22,N,,,,,,,,,,,,,,
1 to 3,23,6,10/3/17,F,NA,0.2783,NA,10/26/17,23,N,,,,,,,,,,,,,,
1 to 3,15,27,8/18/17,F,8/29/17,0.2776,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,34,4,3/12/18,F,NA,0.274,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,27,34,11/13/17,F,11/30/17,0.2726,17,12/13/17,30,N,,,,,,,,,,,,,,
1 to 3,15,3,8/18/17,F,8/29/17,0.2723,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,2,7,6/16/17,F,NA,0.2714,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,7,63,7/3/17,F,7/17/17,0.2698,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,11,11,8/7/17,F,8/21/17,0.2681,15,9/1/17,25,N,,,,,,,,,,,,,,
1 to 3,15,12,8/14/17,F,8/27/17,0.2636,13,9/6/17,23,N,,,,,,,,,,,,,,
1 to 3,101,13,6/26/19,F,7/6/19,0.2545,10,NA,NA,N,,,,,,,,,,,,,,
1 to 3,19,52,9/1/17,F,NA,0.2457,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,19,23,9/1/17,F,NA,0.212,NA,DEAD,NA,N,,,,,,,,,,,,,,
1 to 3,21,7,9/6/17,M,9/20/17,0.4785,15,NA,NA,N,,,,,,,,,,,,,,
1 to 3,18,51,8/30/17,M,NA,0.4683,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,31,42,12/11/17,M,NA,0.4647,NA,1/13/18,33,N,,,,,,,,,,,,,,
1 to 3,14,32,8/14/17,M,8/26/17,0.4633,14,NA,NA,N,,,,,,,,,,,,,,
1 to 3,19,18,9/1/17,M,NA,0.4546,NA,9/25/17,24,N,,,,,,,,,,,,,,
1 to 3,24,49,10/11/17,M,10/23/17,0.4507,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,27,52,11/13/17,M,11/25/17,0.4489,12,12/7/17,24,N,,,,,,,,,,,,,,
1 to 3,14,19,8/14/17,M,8/26/17,0.4487,14,9/3/17,20,N,,,,,,,,,,,,,,
1 to 3,18,55,8/30/17,M,NA,0.446,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,31,34,12/11/17,M,NA,0.4459,NA,1/12/18,32,N,,,,,,,,,,,,,,
1 to 3,26,25,10/30/17,M,11/12/17,0.4445,14,11/23/17,24,N,,,,,,,,,,,,,,
1 to 3,26,24,10/30/17,M,11/13/17,0.4428,15,11/22/17,23,N,,,,,,,,,,,,,,
1 to 3,18,6,8/30/17,M,NA,0.4408,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,19,2,9/1/17,M,NA,0.4399,NA,9/25/17,24,N,,,,,,,,,,,,,,
1 to 3,20,44,9/5/17,M,9/18/17,0.4396,13,9/29/17,24,N,,,,,,,,,,,,,,
1 to 3,6,22,6/12/17,M,NA,0.4392,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,24,21,10/11/17,M,10/24/17,0.4375,13,NA,NA,N,,,,,,,,,,,,,,
1 to 3,27,13,11/13/17,M,11/24/17,0.4362,11,12/8/17,25,N,,,,,,,,,,,,,,
1 to 3,24,16,10/11/17,M,10/23/17,0.4332,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,19,9,9/1/17,M,NA,0.4329,NA,9/25/17,24,N,,,,,,,,,,,,,,
1 to 3,19,20,9/1/17,M,NA,0.4327,NA,9/25/17,24,N,,,,,,,,,,,,,,
1 to 3,17,3,8/28/17,M,NA,0.4323,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,6,55,6/12/17,M,NA,0.4321,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,31,51,12/11/17,M,NA,0.4316,NA,1/13/18,33,N,,,,,,,,,,,,,,
1 to 3,20,50,9/5/17,M,9/17/17,0.4309,12,9/29/17,24,N,,,,,,,,,,,,,,
1 to 3,19,8,9/1/17,M,NA,0.4308,NA,9/26/17,25,N,,,,,,,,,,,,,,
1 to 3,16,21,8/28/17,M,NA,0.4303,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,6,47,6/12/17,M,NA,0.4302,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,6,32,6/12/17,M,NA,0.4301,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,20,10,9/5/17,M,9/18/17,0.4291,13,9/29/17,24,N,,,,,,,,,,,,,,
1 to 3,27,47,11/13/17,M,11/25/17,0.429,12,12/8/17,25,N,,,,,,,,,,,,,,
1 to 3,26,32,10/30/17,M,11/12/17,0.4289,14,11/23/17,24,N,,,,,,,,,,,,,,
1 to 3,31,19,12/10/17,M,NA,0.4267,NA,1/12/18,33,N,,,,,,,,,,,,,,
1 to 3,27,36,11/13/17,M,11/24/17,0.4259,11,12/7/17,24,N,,,,,,,,,,,,,,
1 to 3,16,46,8/28/17,M,NA,0.4256,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,6,25,6/12/17,M,NA,0.4243,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,26,28,10/30/17,M,11/12/17,0.424,14,11/22/17,23,N,,,,,,,,,,,,,,
1 to 3,6,28,6/12/17,M,NA,0.4237,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,16,22,8/28/17,M,NA,0.4232,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,20,71,9/5/17,M,9/17/17,0.4232,12,9/29/17,24,N,,,,,,,,,,,,,,
1 to 3,27,14,11/13/17,M,11/24/17,0.4227,11,12/7/17,24,N,,,,,,,,,,,,,,
1 to 3,25,59,10/25/17,M,11/8/17,0.422,15,11/19/17,25,N,,,,,,,,,,,,,,
1 to 3,27,20,11/13/17,M,11/25/17,0.4211,12,12/7/17,24,N,,,,,,,,,,,,,,
1 to 3,27,33,11/13/17,M,11/25/17,0.4187,12,12/7/17,24,N,,,,,,,,,,,,,,
1 to 3,6,17,6/12/17,M,NA,0.4186,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,29,62,12/4/17,M,12/17/17,0.4186,13,NA,NA,N,,,,,,,,,,,,,,
1 to 3,20,67,9/5/17,M,9/17/17,0.4181,12,9/29/17,24,N,,,,,,,,,,,,,,
1 to 3,6,43,6/12/17,M,NA,0.4179,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,18,33,8/30/17,M,NA,0.4177,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,24,22,10/11/17,M,10/23/17,0.4166,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,27,39,11/13/17,M,11/24/17,0.4164,11,12/7/17,24,N,,,,,,,,,,,,,,
1 to 3,19,3,9/1/17,M,NA,0.4157,NA,9/25/17,24,N,,,,,,,,,,,,,,
1 to 3,29,10,12/4/17,M,12/17/17,0.4157,13,NA,NA,N,,,,,,,,,,,,,,
1 to 3,20,17,9/5/17,M,9/17/17,0.4156,12,9/29/17,24,N,,,,,,,,,,,,,,
1 to 3,29,1,12/4/17,M,12/16/17,0.4153,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,19,12,9/1/17,M,NA,0.4149,NA,9/26/17,25,N,,,,,,,,,,,,,,
1 to 3,25,30,10/25/17,M,11/8/17,0.4145,15,11/21/17,27,N,,,,,,,,,,,,,,
1 to 3,16,11,8/28/17,M,NA,0.4141,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,18,23,8/30/17,M,NA,0.4141,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,22,1,9/27/17,M,NA,0.4137,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,19,58,9/1/17,M,NA,0.4133,NA,9/25/17,24,N,,,,,,,,,,,,,,
1 to 3,20,18,9/5/17,M,9/17/17,0.4132,12,9/29/17,24,N,,,,,,,,,,,,,,
1 to 3,31,33,12/11/17,M,NA,0.413,NA,1/12/18,32,N,,,,,,,,,,,,,,
1 to 3,26,15,10/30/17,M,11/13/17,0.4125,15,11/24/17,25,N,,,,,,,,,,,,,,
1 to 3,19,27,9/1/17,M,NA,0.4121,NA,9/25/17,24,N,,,,,,,,,,,,,,
1 to 3,16,40,8/28/17,M,NA,0.4113,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,27,10,11/13/17,M,11/25/17,0.4109,12,12/8/17,25,N,,,,,,,,,,,,,,
1 to 3,27,32,11/13/17,M,11/24/17,0.4103,11,12/7/17,24,N,,,,,,,,,,,,,,
1 to 3,19,6,9/1/17,M,NA,0.4099,NA,9/24/17,23,N,,,,,,,,,,,,,,
1 to 3,26,46,10/30/17,M,11/13/17,0.4096,15,11/24/17,25,N,,,,,,,,,,,,,,
1 to 3,6,13,6/12/17,M,NA,0.4095,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,6,42,6/12/17,M,NA,0.4088,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,27,31,11/13/17,M,11/24/17,0.4088,11,12/7/17,24,N,,,,,,,,,,,,,,
1 to 3,18,34,8/30/17,M,NA,0.4086,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,25,31,10/25/17,M,11/9/17,0.4085,16,11/21/17,27,N,,,,,,,,,,,,,,
1 to 3,6,16,6/12/17,M,NA,0.408,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,20,55,9/5/17,M,9/17/17,0.4072,12,9/29/17,24,N,,,,,,,,,,,,,,
1 to 3,6,39,6/12/17,M,NA,0.4067,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,27,63,11/13/17,M,11/25/17,0.4064,12,12/7/17,24,N,,,,,,,,,,,,,,
1 to 3,23,31,10/3/17,M,NA,0.4063,NA,10/26/17,23,N,,,,,,,,,,,,,,
1 to 3,18,9,8/30/17,M,NA,0.4062,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,14,14,8/14/17,M,8/26/17,0.4061,14,9/4/17,21,N,,,,,,,,,,,,,,
1 to 3,1,2,6/14/17,M,NA,0.4058,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,19,36,9/1/17,M,NA,0.4054,NA,9/25/17,24,N,,,,,,,,,,,,,,
1 to 3,19,5,9/1/17,M,NA,0.4052,NA,9/26/17,25,N,,,,,,,,,,,,,,
1 to 3,31,39,12/11/17,M,NA,0.4052,NA,1/13/18,33,N,,,,,,,,,,,,,,
1 to 3,12,2,8/8/17,M,8/21/17,0.4047,14,9/1/17,24,N,,,,,,,,,,,,,,
1 to 3,24,30,10/11/17,M,10/23/17,0.4047,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,24,57,10/11/17,M,10/23/17,0.4047,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,28,41,11/27/17,M,12/12/17,0.4047,15,NA,NA,N,,,,,,,,,,,,,,
1 to 3,18,46,8/30/17,M,NA,0.4039,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,11,26,8/7/17,M,8/19/17,0.4037,13,8/30/17,23,N,,,,,,,,,,,,,,
1 to 3,19,56,9/1/17,M,NA,0.4037,NA,9/25/17,24,N,,,,,,,,,,,,,,
1 to 3,19,47,9/1/17,M,NA,0.4034,NA,9/25/17,24,N,,,,,,,,,,,,,,
1 to 3,21,17,9/6/17,M,9/20/17,0.4031,15,NA,NA,N,,,,,,,,,,,,,,
1 to 3,25,46,10/25/17,M,11/8/17,0.403,15,11/21/17,27,N,,,,,,,,,,,,,,
1 to 3,27,44,11/13/17,M,11/25/17,0.4021,12,12/7/17,24,N,,,,,,,,,,,,,,
1 to 3,21,16,9/6/17,M,9/20/17,0.4016,15,NA,NA,N,,,,,,,,,,,,,,
1 to 3,16,38,8/28/17,M,NA,0.4011,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,18,62,8/30/17,M,NA,0.401,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,28,67,11/27/17,M,12/12/17,0.401,15,NA,NA,N,,,,,,,,,,,,,,
1 to 3,9,63,7/17/17,M,NA,0.4006,NA,8/6/17,20,N,,,,,,,,,,,,,,
1 to 3,20,23,9/5/17,M,9/18/17,0.4004,13,9/29/17,24,N,,,,,,,,,,,,,,
1 to 3,1,28,5/2/17,M,5/13/17,0.4002,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,6,15,6/12/17,M,NA,0.4002,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,16,41,8/28/17,M,NA,0.4001,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,27,28,11/13/17,M,11/25/17,0.4001,12,12/7/17,24,N,,,,,,,,,,,,,,
1 to 3,19,38,9/1/17,M,NA,0.4,NA,9/25/17,24,N,,,,,,,,,,,,,,
1 to 3,20,13,9/5/17,M,9/17/17,0.4,12,9/29/17,24,N,,,,,,,,,,,,,,
1 to 3,29,44,12/4/17,M,12/16/17,0.3989,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,26,64,10/30/17,M,11/12/17,0.3987,14,11/22/17,23,N,,,,,,,,,,,,,,
1 to 3,27,30,11/13/17,M,11/26/17,0.3986,13,12/7/17,24,N,,,,,,,,,,,,,,
1 to 3,6,27,6/12/17,M,NA,0.3985,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,19,44,9/1/17,M,NA,0.398,NA,9/25/17,24,N,,,,,,,,,,,,,,
1 to 3,25,52,10/25/17,M,11/6/17,0.3978,13,11/19/17,25,N,,,,,,,,,,,,,,
1 to 3,11,4,8/11/17,M,8/23/17,0.3977,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,18,1,8/30/17,M,NA,0.3977,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,6,35,6/12/17,M,NA,0.3974,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,20,8,9/5/17,M,9/19/17,0.3971,14,9/29/17,24,N,,,,,,,,,,,,,,
1 to 3,12,64,8/8/17,M,8/19/17,0.3969,12,8/30/17,22,N,,,,,,,,,,,,,,
1 to 3,6,36,6/12/17,M,NA,0.3965,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,20,40,9/5/17,M,9/17/17,0.3965,12,9/29/17,24,N,,,,,,,,,,,,,,
1 to 3,19,54,9/1/17,M,NA,0.3962,NA,9/23/17,22,N,,,,,,,,,,,,,,
1 to 3,31,10,12/10/17,M,NA,0.3962,NA,1/13/18,34,N,,,,,,,,,,,,,,
1 to 3,11,30,8/11/17,M,8/23/17,0.3959,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,12,22,8/8/17,M,8/19/17,0.3955,12,8/31/17,23,N,,,,,,,,,,,,,,
1 to 3,25,13,10/25/17,M,11/9/17,0.3954,16,11/17/17,23,N,,,,,,,,,,,,,,
1 to 3,27,3,11/13/17,M,11/25/17,0.3953,12,12/7/17,24,N,,,,,,,,,,,,,,
1 to 3,9,65,7/18/17,M,NA,0.3951,NA,8/6/17,19,N,,,,,,,,,,,,,,
1 to 3,27,15,11/13/17,M,11/25/17,0.3944,12,12/6/17,23,N,,,,,,,,,,,,,,
1 to 3,10,20,8/3/17,M,8/14/17,0.3942,14,NA,NA,N,,,,,,,,,,,,,,
1 to 3,20,46,9/5/17,M,9/17/17,0.3941,12,9/29/17,24,N,,,,,,,,,,,,,,
1 to 3,10,47,8/3/17,M,8/14/17,0.3939,14,NA,NA,N,,,,,,,,,,,,,,
1 to 3,20,41,9/5/17,M,9/17/17,0.3937,12,9/29/17,24,N,,,,,,,,,,,,,,
1 to 3,13,15,8/14/17,M,8/24/17,0.3922,12,9/4/17,21,N,,,,,,,,,,,,,,
1 to 3,6,40,6/12/17,M,NA,0.3917,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,6,29,6/12/17,M,NA,0.3916,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,29,49,12/4/17,M,12/16/17,0.3907,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,20,34,9/5/17,M,9/17/17,0.3903,12,9/29/17,24,N,,,,,,,,,,,,,,
1 to 3,28,28,11/27/17,M,12/11/17,0.3902,14,NA,NA,N,,,,,,,,,,,,,,
1 to 3,19,30,9/1/17,M,NA,0.39,NA,9/25/17,24,N,,,,,,,,,,,,,,
1 to 3,27,55,11/13/17,M,11/28/17,0.39,15,12/6/17,23,N,,,,,,,,,,,,,,
1 to 3,22,6,9/27/17,M,NA,0.3899,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,27,64,11/13/17,M,11/26/17,0.3899,13,12/7/17,24,N,,,,,,,,,,,,,,
1 to 3,6,37,6/12/17,M,NA,0.3892,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,9,61,7/17/17,M,NA,0.3892,NA,8/6/17,20,N,,,,,,,,,,,,,,
1 to 3,6,5,6/12/17,M,NA,0.389,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,6,18,6/12/17,M,NA,0.3887,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,26,12,10/30/17,M,11/13/17,0.3886,15,11/22/17,23,N,,,,,,,,,,,,,,
1 to 3,1,1,6/14/17,M,NA,0.3877,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,20,20,9/5/17,M,9/17/17,0.3876,12,9/29/17,24,N,,,,,,,,,,,,,,
1 to 3,24,63,10/11/17,M,10/24/17,0.3875,13,NA,NA,N,,,,,,,,,,,,,,
1 to 3,28,19,11/27/17,M,12/12/17,0.3875,15,NA,NA,N,,,,,,,,,,,,,,
1 to 3,25,11,10/25/17,M,11/8/17,0.3874,15,11/17/17,23,N,,,,,,,,,,,,,,
1 to 3,24,2,10/11/17,M,10/23/17,0.3872,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,16,3,8/28/17,M,NA,0.3871,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,7,18,7/3/17,M,7/15/17,0.3869,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,17,12,8/28/17,M,NA,0.3869,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,20,56,9/5/17,M,9/17/17,0.3869,12,9/29/17,24,N,,,,,,,,,,,,,,
1 to 3,24,4,10/11/17,M,10/24/17,0.3869,13,NA,NA,N,,,,,,,,,,,,,,
1 to 3,27,9,11/13/17,M,11/25/17,0.3864,12,12/7/17,24,N,,,,,,,,,,,,,,
1 to 3,4,9,5/30/17,M,6/10/17,0.3863,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,31,9,12/10/17,M,NA,0.3858,NA,1/12/18,33,N,,,,,,,,,,,,,,
1 to 3,19,37,9/1/17,M,NA,0.3857,NA,9/26/17,25,N,,,,,,,,,,,,,,
1 to 3,31,62,12/11/17,M,NA,0.3854,NA,1/12/18,32,N,,,,,,,,,,,,,,
1 to 3,28,40,11/27/17,M,12/12/17,0.3848,15,NA,NA,N,,,,,,,,,,,,,,
1 to 3,10,51,8/3/17,M,8/14/17,0.3847,14,NA,NA,N,,,,,,,,,,,,,,
1 to 3,16,30,8/28/17,M,NA,0.3842,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,21,2,9/6/17,M,9/20/17,0.3842,15,NA,NA,N,,,,,,,,,,,,,,
1 to 3,10,30,8/3/17,M,8/14/17,0.3841,14,NA,NA,N,,,,,,,,,,,,,,
1 to 3,18,7,8/30/17,M,NA,0.384,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,25,17,10/25/17,M,11/8/17,0.3839,15,11/17/17,23,N,,,,,,,,,,,,,,
1 to 3,31,28,12/10/17,M,NA,0.3838,NA,1/12/18,33,N,,,,,,,,,,,,,,
1 to 3,7,32,7/3/17,M,7/15/17,0.3837,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,29,4,12/4/17,M,12/17/17,0.3837,13,NA,NA,N,,,,,,,,,,,,,,
1 to 3,14,2,8/10/17,M,8/22/17,0.3836,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,11,34,8/7/17,M,8/19/17,0.3836,13,8/29/17,22,N,,,,,,,,,,,,,,
1 to 3,16,18,8/28/17,M,NA,0.3833,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,16,44,8/28/17,M,NA,0.3833,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,12,57,8/14/17,M,8/26/17,0.3832,12,9/7/17,24,N,,,,,,,,,,,,,,
1 to 3,4,6,5/30/17,M,6/10/17,0.3832,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,7,19,7/3/17,M,7/15/17,0.383,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,31,32,12/10/17,M,NA,0.383,NA,1/11/18,32,N,,,,,,,,,,,,,,
1 to 3,29,5,12/4/17,M,12/16/17,0.3826,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,18,57,8/30/17,M,NA,0.3824,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,24,46,10/11/17,M,10/23/17,0.3824,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,31,12,12/10/17,M,NA,0.3822,NA,1/11/18,32,N,,,,,,,,,,,,,,
1 to 3,10,50,8/3/17,M,8/14/17,0.3816,14,NA,NA,N,,,,,,,,,,,,,,
1 to 3,20,51,9/5/17,M,9/17/17,0.3815,12,9/29/17,24,N,,,,,,,,,,,,,,
1 to 3,6,33,6/12/17,M,NA,0.3813,NA,NA,NA,N,,,,,,,,,,,,,,
